id,text,label,Comments
1465,قاتل احدا ذاهبا الى الحرب وحريه القرار اللبناني محترمه,Flag-Waving,
1466,وفي معرض حديثه الوضع الخاص الجنوب اكد توينيان اللبنانيين ضد وجود المقاومه الفلسطينيه ونحن متضامنون معهم انما الارض اللبنانيه مقدسه بالنسبه الينا تماما ارضهم مقدسه بالنسبه اليهم ولسنا استعداد لنضيع اي شبر ارض,Appeal_to_Authority,
1467,المقاومه قضيتها المقدسه السباده اللبنانيه الكاهله,Flag-Waving,
1468,ارضنا وكهانكن نساعدهم تاكيد حريه القرار الفلسطيبني ننتظر ونريد ان تؤكد حريه القرار اللبناني وراى الدوله المحترمه يجب ان تكون استراتيجيه مدركه تتكيف مع الاحداث,Flag-Waving,
1469,صمود وتجمع الى الصمود وعي العباء يستطيع لبنان عموما وجنوبه خصوصا ان يتحمله,Loaded_Language,not sure about this - Flag waving but mostly Loaded_Language
1470,واعتقد ان الثوره الفلسطينيه والقوى الوطنيه يمكن ان تفرط قيد شعره بهذا المعقل الحصين واضاف تحتاجه اسرائيل لذلك تدعو الى ان تترسخ وتنمو مقاومه وطنيه لبنانبه شامله للخطر الصهيوني يتجدد الجنوب فتصبح المقاومه الفلسطينيه قوه دعم لهويه الجنوب,Appeal_to_Authority,not sure about this - started with Appeal to fear but ended with Flag-waving
1471,يبقى مجرد راقعه للثوره الفلسطينيه بكل مساهمه رسميه تريد ان تدعم جنوبا مقاوما وطنيا قادرا الصمود وجه اسرائيل لان لا بديل للمواجهه الشامله للتعاطي قضيه الجنوب,Causal_Oversimplification,
1472,القيادات نجاح الاجتماع تدعي اليه لجنه التوصل الى نيل الصعوبات تعترض تشكيل هيئه الرقابه بتفاهم لبناني سوري فهذه الظروف يظهر فيها خطر قيام اسرائيل باعتداء الجنوب وعلى المقاومه الفلسطينيه,Appeal_to_fear-prejudice,not sure about this - it ends with Appeal to fear but contains Loaded_Language
1473,الصعب من غير المقبول تطبيق صلاحيات هيئه الرقابه بمنع الاسلحه المقاومه,Black-and-White_Fallacy,
1474,ان السعوديه والكويت مستعدين لحضور اجتماع لجنه المتابعه يكن مجدي,other-nonpropaganda,
1475,ارضا وشعبا ويحقق التضامن اللبناني الفلسطيني ويكفل حمايه الثوره الفلسطينيه وتعزيز دورها النضالي ضد العدو الصهبوني,Flag-Waving,
1476,ناقش الجانبان التهديدات الاسرائيليه للبنان والتي تاتي اطار اطماع اسرائيل الاراضي اللبنانيه وتصفيه المقاومه الفلسطينيه وبالتالي تحقيق حلقه جديده مخططاتها العدو,Appeal_to_Authority,
1477,واكد الجانبان وقوفهما لبنان بكل امكاناتهما لمواجهه المخططات الاسرائيليه اكدا انهما سيعملان تعزيز وحده القوتين الثوره وجمايه الجنوب للصمود مواجهه العدوان الاسرائيلي,Appeal_to_Authority,
1478,عدم الانسحاب الجنوب الا التاكد وصول رئيس للجمهوريه في لبنان مستعد للدخول مثل المفاوضات والقبول بتوطين الفلسطينيين لبنان ضبط وجودهم المسلح وهذا يمكن تحقيقه طريق اقامه دوله قويه قادره وسلطه مركزيه فاعله,Black-and-White_Fallacy,
1479,لذلك فان تهديدات اسرائيل بضرب المقاومه الفلسطينيه بحجه انها تخرق وقف النار تسمح بخرقه الجنوب مكان العالم تستهدف المقاومه بقدر تستهدف الجنوب نفسه تحقيقا لاهدافها وهي تهديدات ستنفذها الوقت المناسب حاجاتها الخاصه,Doubt,Not sure about this
1480,في بيروت الغربيه,other-nonpropaganda,
1481,وقال عندما بدات المقاومه الفلسطينيه بالممارسات الناشطه وبالتجاوزات وقفنا المظلومين والان نرفض مثل التجاوزات ونرفض عوده المقاومه الفلسطينيه التي كانت عليه قبل الاجتياح الاسرائيلي للبنان,Loaded_Language,
1482,واشاد بمقاومه الجنوبيين للاحتلال الاسرائيلي مشيرا الى ان المقاومه الجنوب اسلاميه لانقاذها العلماء,Appeal_to_Authority,
1483,وهم يعرفون ذكرتم تتمكن فرنسا ان تلعب دور الوسيط لان هذه القضيه معنى وانه يمكن الحل ان يكون وسيطا,"Name_Calling,Labeling",
1484,وابدى رايه الجيش اللبناني وفي الذين يؤيدون مواقفه يتعلم ان الجيش يرتكز نظريه صحيحه وعقيده صالحه الى تغيير تنظيمهم وبما انه موجود لذلك نعتمد على الجيش اسود الضاحيه الجنوبيه والجبل وتعلم بذلك جيدا يخص مواقف الاشخاص وتاييدهم لهذا الجيش فنحن نرفض ان الحل السياسي واضح,Appeal_to_Authority,
1485,اعلن لبنان حل عادل وقد مال المسلمين واعرب معارضته عوده المقاومه الفلسطينيه الى العاصمه اللبنانيه,Appeal_to_Authority,
1486,اهم الضربات الجريئه والعنيفه يوجهها مقاتلو المقاومه اللبنانيه ومقاتلو الثوره الفلسطينيه الى جنود العدو جنوب لبنان,"Exaggeration,Minimisation",
1487,تهاجم الثوره احضان الرئيس حسني مبارك لملك الحسين الرئيس صدام حسين وتضع يدها يد الصهاينه وتحلم بالاتفاق حكومه شمعون ببريز,"Bandwagon,Reductio_ad_hitlerum","not sure about this - ""تضه يدها بيد الصهاينه"" seems like a Reductio ad hilterum because it disapproves an action/idea by suggesting that it is popular among groups hated by the target audience - in this case - the ""صهاينه"""
1488,ولماذا منطقه اخري,other-nonpropaganda,
1489,ضفه غربيه فتضع اسرائيل حدودها الليطاني وتمنع الدخول والخروج امل تضع بذلك حدا للمقاومه الوطنيه اللبنانيه وتحصرها او تحاصرها,Thought-terminating_Cliches,not sure about this
1490,وضعت حدا حسب اعتقادها للمقاومه الفلسطينيه المنطلقه الجنوب عندما قامت بعمليتها العسكريه تحت اسم سلامه الجليل,Doubt,
1491,ولكي لا تتذرع اسرائيل بعوده المقاومه الفلسطينيه الى الجنوب انسحابها لان يعني عوده الوضع الى كان قبل الاجتياح فقد طلب لبنان القيادات الفلسطينيه الدول العربيه تاثير القيادات ان توقف نشاط عسكري لبنان وعبر حدوده اسرائيل لانها تكون بذلك اعطت ذريعه تبرر بقاء احتلاله اجزاء الجنوب بحجه حمايه امن حدودها الشماليه,Causal_Oversimplification,
1492,طلب الكف نقول المقاومه الفلسطينيه تشترك المقاومه الوطنيه اللبنانيه تنفيذ عمليات ضد القوات الاسرائيليه الجنوب,Loaded_Language,not sure about this
1493,صرح اخيرا ياسر عرفات مؤكدا العزم تصعيد العمليات الفدائيه داخل الارض المحتله جنوب لبنان,Appeal_to_Authority,
1494,فاذا كان حق المقاومه الوطنيه اللبنانيه ان تعمل تدريب الاراضي اللبنانيه تحتلها اسرائيل وهذا حق مشروع فليس حق جهه لبنانيه طلب لبنان وموافقته ان تنشئ مقاومه ارضه,Black-and-White_Fallacy,not sure about this
1495,واشاد بابناء الجنوب قدموا اغلى عندهم سبيل تحرير ارضهم براثن الاحتلال المقاومه,"Exaggeration,Minimisation",
1496,اصدرت جبهه المقاومه الوطنيه قوات العروبه بيانا قالت الوقت يرضخ العدو الصهيوني تحت ضربات ابطال المقاومه الوطنيه اللبنانيه والفلسطينيه للانسجاب الجنوب,Appeal_to_Authority,
1497,نتوجه بالتحيه والاكبار لشعبنا اللبناني والفلسطيني رفض عمليات احتلال العدو وحمل لواء مقاتليه نيابه الامه العربيه,Flag-Waving,
1498,حذرت الوجه الثاني للمخطط والقاضي بافتعال فتن ضواحي صيدا بواسطه العملاء وبعض القوى اللبنانيه الفلسطينيه,Appeal_to_fear-prejudice,
1499,وقالت المنظمه بيان اصدرته امس الوقت تتجلى يوميا بابهى الصور بطوله مقاتلي جبهه المقاومه الوطنيه اللبنانيه ارض الجنوب,"Exaggeration,Minimisation",
1500,ومع استمرار الصمود الشعبي وتعزيزه المناطق المحتله يبقى الوضع السياسي الداخلي عامل اضعاف لقضيه الجنوب عوض يكون عامل دفع,Black-and-White_Fallacy,not sure about this
1501,الحثيث الى تعميق الوحده الوطنيه الصيداويه الجنوبيه قاعده مقاومه الاحتلال ونبذ عملائه والتصدي للنهج الفاشي الفئوي يحلم اصحابه بالتعامل اسرائيل سبيلا للاستقواء المواقع,"Name_Calling,Labeling",
1502,وان قوى الوطنيه لبنان عموما وفي الجنوب حمايه الكتله الشعبيه الفلسطينيه مدينه صيدا ومخيم عين الحلوه وسائر انحاء شمال,Black-and-White_Fallacy,not sure about this
1503,الجنوب قاعده التزام الجميع القرار الوطني الصيداوي الجنوبي اللبناني وانضواء الجميع تحت رايه المقاومه الوطنيه اللبنانيه وادراك الجميع ان التحالف الوطني اللبناني السوري الفلسطيني ركيزه الطويله النفس للاحتلال الاسرائيلي الساحه اللبنانيه,Repetition,
1504,الاساس مهاجمه المستوطنات الاسرائيليه يلغي انجازا رئيسيا لعمليه غزو لبنان صيف والتي اسفرت اخراج المقاومه الفلسطينيه معاقله جنوب لبنان,Black-and-White_Fallacy,not sure about this
1505,واللقاء يناشد ابناء صيدا ملحا التنبه الى الاعيب العدو الصهيوني وعلى الحرص بقاء وحدتهم ووعيهم الكامل امن والتشعب العربي,Loaded_Language,
1506,حددت برنامجها للسنه وحددت الامانه الدوليه للتضامن الشعب العربي وقضيته فلسطين برنامجها للسنه مؤكده العمل دعم نضال منظمه التحرير الفلسطينيه الجبهه الوطنيه الديموقراطيه المقاومه الوطنيه اللبنانيه وسوريا وليبيا واليمن الجنوبيه والجزائر,Appeal_to_Authority,
1507,ان التحدي الان موجه الى الجميع تؤيد الشرعيه اللبنانيه الجنوب ملتزمه وحده المنظمه وتؤكد العلاقات مع سوريا,Black-and-White_Fallacy,
1508,اكدت قياده حركه التحرير الوطني الفلسطيني فتح المخيمات الفلسطينيه الجنوب وجوب عوده العلاقات الكفاحيه الشقيقه سوريا ودعت مناضليها الى الالتفاف حول شعار وحده نظمه التحرير الفلسطينيه قاعده القرار الوطني الفلسطيني المستقل ومقاومه الظواهر الانفراديه والانشقاقيه والانقساميه وكل المشاريع الاستسلاميه,Appeal_to_Authority,
1509,وكانت النتيجه ان الجنوب ظل على مدى سنوات يتحمل فعل المقاومه الفلسطينيه وردود فعل اسرائيل ويتحمل اجتياحا اسرائيليا لقسم الجنوب انتهى بدخول قوات دوليه لتامين الانسحاب القسم المحتل اجتياحا اوسع شمل الجنوب وبيروت واجزاء اخري لبنان,Loaded_Language,not sure about this
1510,يزال لبنان يعاني مطمئن الى الانسحاب الكامل اراضيه رغم قرارات مجلس الامن الواضحه والصريحه,Doubt,
1511,مصدر مسؤول الجبهه الشعبيه لتحرير فلسطين الجنوب ابناء صيدا الانتصار البطولي الرائع حققته بطولات المقاومه الوطنيه المسلحه اللبنانيه والفلسطينيه,"Exaggeration,Minimisation",
1512,وتضررت سيارات سليمان ذيب داود داتسن وجان الكفوري فولكسفاغن” وجرجس الكفوري بيكالثالثئه المكان نفسه تماما لواقع وذلك الاتحاد العام تتعلق حسن فضل الله برصاص النشاط العشوائي الى الجنوب,Loaded_Language,
1513,الجنوبي قضاء النبطيه وصور واوقع رصاص التمشيط جرحي شن رجال المقاومه هجوما المواقع الاسرائيليه ومواقع جيش لبنان,Loaded_Language,
1514,وقع اشتباك الاول نوعه منذ انسحاب الاسرائيليين صيدا وجوارها مخيم الفلسطينيين الميه وميه وابناء البلده اسفر مقتل فتاه فلسطينيه واصابه فتى البلده,Loaded_Language,
1515,ودعت الى تمتين التحالف القوى الوطنيه اللبنانيه والمقاومه الفلسطينيه وسوريا وحركه التحرر القومي العربي وطالبت الدوله تاديه عليها المقاومين وسحب الجيش سوق الغرب ووضعها المكان الطبيعي ارض الجنوب وازاله حاجز البرباره,Appeal_to_Authority,
1516,دعم القضيه الفلسطينيه ودعم جبهه المقاومه الوطنيه الجنوب اللبناني واستمرار الدعم اجل وقف حرب الخليج وحل القضايا التحرريه العالم ستبقى اطار الدعم والتاييد والمسانده,Repetition,
1517,وهاجمت المقاومه حاجزين الجنوبي وسط مدينه صور وفي منطقه المرفاء,Loaded_Language,
1518,غضون ابلغ شمعون بيريز رئيس الوزراء الاسرائيلي الى المؤتمر الطالبي لحزب العمل ان الارهاب الشيعي خلف ارهاب منظمه التحرير الفلسطينيه جنوب لبنان سيطرح مزيدا المشاكل اسرائيل,Appeal_to_Authority,
1519,طلب عرفات رساله الى الامين العام للامم المتحده ومجلس الامن تخللها لوضع حد للهجمات يتعرض المخيمات مشددا مسؤوليه الامم المتحده الحفاظ امن السكان المدنيين الجنوب اللاجئون,Appeal_to_Authority,
1520,دمشق حذر امس العقيد محمد سعيد موسى ابو موسى احد زعماء حركه الانتفاضه فتح الاجراءات يتعرض الفلسطينيون جنوب لبنان وقال ابو موسى بيان وزعته وكاله الانباء الفلسطينيه وفيه ان فصائل المقاومه الفلسطينيه تقف مكتوفه حيال يتعرض سكان مخيمي عين الحلوه والميه وميه الفلسطينيين جنوب لبنان قتل وتدمير وتهجير العدو الصهيوني وعملائه,Appeal_to_fear-prejudice,
1521,"ان الاطراف الوطنيين وقوى التصدي والصمود العربي وعلى راسها سوريا تالو جهدا لاسقاط النسخه المتجدده لكمب ديفيد الثانيه يدفعها الى موقف استراتيجي ثابت الحلول السياسيه ""المتفرده وتحالف اكيد",Causal_Oversimplification,
1522,قوى التغيير والثوره المقاومه الفلسطينيه ممثله بجبهه الانقاذ الوطني وكل القوى الوطنيه والقوميه ناضلت ولما تزل اجل وضع حد للمؤامره الصهيونيه الاميركيه وهزمت ادواتها الساحه اللبنانيه واسقطت نهجها باسقاط اتفاق ايار المشؤوم وتحرير ترابنا الوطني الجنوب والبقاع الغربي وراشيا رجس الاحتلال الصهيوني,Flag-Waving,
1523,اعاده ربط قضيه لبنان بقضيه المنطقه,Thought-terminating_Cliches,
1524,يضاف الى ان عوده المقاومه الفلسطينيه الي الجنوب شانها ان تعيد ربط القضيه اللبنانيه بالقضيه الفلسطينيه,Thought-terminating_Cliches,
1525,ان لبنان بذل ويبذل جهد اجل فصل قضيته القضيه الفلسطينيه وعن قضيه الشرق الاوسط وان الرئيس الاسد نفسه اكد الفصل تصريح ودعا الي العمل اجل ذلك,Black-and-White_Fallacy,not sure about this
1526,اتهم عرفات حركه امل بانها ولعت اتفاقا سريا مع اسرائيل لعرقله نشاط المقاومه الفلسطينيه واللبنانيه جنوب,Doubt,"not sure about this - it is an appeal to authority (Arafat) but clearly doubting the other party - so labelled this as ""Doubt"""
1527,واشاد مؤتمر صحافي بموقف الحزب التقدمي الاشتراكي حزب الله حركه الناصريين المرابطون لرفضهم القتال الى جانب امل معتبرا ان هجمات امل المخيمات الفلسطينيه بيروت تندرج اطار الاتفاق الموقع امل واسرائيل,"Bandwagon,Reductio_ad_hitlerum",not sure about this
1528,وقالوا انهم ارسلوا برقيات الى رؤساء سوريا والجماهيريه الليبيه والجزائر واليمن الجنوبيه والى,other-nonpropaganda,
1529,الامين العام لجامعه الدول العربيه يحضهم التدخل الفوري توقف القتال المهم الان,Appeal_to_Authority,
1530,جهه اخري كتبت صحيفه البعث الناطقه باسم الحزب الحاكم سوريا ان المهم الان القضاء نهائيا التحركات العرفاتيه وعلى مرتكزاتها لبنان واعاده اللحمه والتحالف المقاومه الوطنيه الفلسطينيه والقوى الوطنيه اللبنانيه,Appeal_to_Authority,
1531,ولفت الى ان حرب المخيمات كشفت مؤامره خارجيه تستهدف الشعبين واللبناني وتستخدم الاساليب والوسائل المتاحه للايقاع بينهما,Doubt,"not sure about this - it is kind of Doubting but it is portrayed as a fact ""كشفت"" making it an authority."
1532,والمرحله تتطلب وعيا وادراكا لمواجهه المؤامره الساعيه اثاره النعرات وتوسيع الشق,Black-and-White_Fallacy,not sure about this
1533,يشاع احتمال حصول معارك المخيمات الفلسطينيه الجنوب يدخل باب الحمله الاعلاميه الغربيه لتشويه صوره الوضع وتحويل الانظار,Appeal_to_fear-prejudice,
1534,المقاومه الوطنيه البطله استطاعت طرد العدو الاسرائيلي الاراضي اللبنانيه,"Exaggeration,Minimisation",
1535,رابعا ندعو اسره العداله الى العوده الى قصر العدل للتوفر طرابلس الى انها,other-nonpropaganda,
1536,عقدت الاحزاب والقوى الوطنيه والتقدميه والمقاومه الفلسطينيه الشمال اجتماعها الدوري امس مكتب المنشقين قياده حركه فتح مخيم البداوي وناقشت الاوضاع السياسيه والامنيه والاجتماعيه الشمال خصوصا ولبنان,other-nonpropaganda,
1537,واصدرت الاحزاب والمقاومه بيانا اعربت مستهله قلقها المتزايد جراء الاقتتال حول المخيمات بيروت الصفوف وتمتين التحالف اللبناني الفلسطيني السوري المواجهه استحقاقات المرحله الاخيره انسحاب القوات الصهيونيه ارض الجنوب,Appeal_to_Authority,
1538,واضاف اشاره الى الانسحاب الاسرائيلي جنوب لبنان المقاومه الفلسطينيه واللبنانيه اجبرت العدو الانسحاب لبنان,Appeal_to_Authority,
1539,مصادر قريبه قصر الرئاسه تقول ان الرئيس الجميل يتوقع انسحاب اسرائيل انسحابا كاملا الجنوب وان تاخر موعده السابق ربما للمساومه والابتزاز,Appeal_to_Authority,
1540,وحمل لبنان القبول بالترتيبات الامنيه تريد والتسليم ببقاء قوات لحد الحصول ضمانات عوده المقاومه الفلسطينيه الى الجنوب وتوقف نشاط المقاومه الوطنيه اللبنانيه,Black-and-White_Fallacy,not sure about this
1541,وفي موازاه التحرك لبنان وفي اتجاه السعوديه النتائج تجنيها حتما عمليات المقاومه الجنوب والتي تستهدف الحزام الامني لا سيما الانتحاريه منها ستخرج منظمه التحرير الفلسطينيه ومقاومتها وستدعم موقف سوريا,Causal_Oversimplification,
1542, تؤكد باستمرار ان المقاومه اسقطت اتفاق ايار وفرضت الانسحاب الاسرائيلي جزء كبير الاراضي اللبنانيه,Black-and-White_Fallacy,
1543,ونحن نطلب تحرير الجنوب لان مقاومه شامله امكانها ان تحرره نطلب منها الاقل ان تشق طريقا وان تبني مستشفى وان تعوض نوى الشهداء وهذا اضعف المطلوب اكدت التلاحم اللبناني الفلسطيني,Causal_Oversimplification,not sure about this
1544,اعلن اقليم حركه فتح لبنان التزامه خطه امنيه تهدف الى تامين الاستقرار والامن للجميع واكد تعزيز وحده التحرير الفلسطينيه,Appeal_to_Authority,
1545,وقال ان اللجنه ناقشت ايضا تصريحات اميركيه شان امكان اجراء محادثات وفد اردني فلسطيني وموازنه المنظمه وتدعيم المقاومه الفلسطينيه الضفه الغربيه وقطاع غزه ابو ظبي,Appeal_to_Authority,
1546,نشرت صحيفه الوحده تصريحا للسيد صلاح خلفابو اياد عضو اللجنه المركزيه لحركه فتح اعلن ان المعسكرات اقامتها منظمه التحرير قواتها بيروت اقفلت وان القوات كانت تونس نقلت الى جنوب لبنان والعراق,Appeal_to_Authority,
1547,وبعد لقائه مساعديه ندد الهجمات تتعرض المخيمات الفلسطينيه لبنان والتي ترمي الى تمكين العدو الصهيوني ضمان حدود امنه الجنوب اللبناني وقفل باب الجنوب امام المقاومه الفلسطينيه,Appeal_to_Authority,
1548,ورحب الخطباء بعوده طرابلس والميناء الى اجواء الديموقراطيه,Appeal_to_Authority,
1549,ودانوا الهيمنه سيطرت عليها قبل,Loaded_Language,
1550,وحذروا مستغلي الظروف يلبسون لبوس الوطنيه,Appeal_to_fear-prejudice,
1551,واشادوا بالدور السوري لبنان وطالبوا بدعم المقاومه الوطنيه الجنوب وتعميم نموذج زحله وطرابلس وحملوا نهج السيد ياسر عرفات رئيس لجنه التحرير الفلسطينيه واتهموه بالوقوف وراء احداث طرابلس,Doubt,
1552,ممثل كرامي تكلم اولا ممثل رئيس الحكومه المحامي بسام الدايه الاحتفال لانهم اتاحوا المجال,other-nonpropaganda,
1553,وليست المره الاولي دعونا الناس يعرفون تفاصيل جرى الماضي يجري الان مبرر لتكديس السلاح مخيمات صيدا,Doubt,
1554,المسؤول التنظيمي لحركه امل الجنوب السيد محمود فقيه داعيا الى ارسال السلاح الى جبهه المقاومه الوطنيه,Appeal_to_Authority,
1555,سالت وكاله اخبار لبنان السيد فقيه حقيقه وصول السلاح الى المخيمات الفلسطينيه واحتمال وصول معركه فيها فاجاب دائما وفي مره تتجه الاوضاع الحل الوطني ويعمل الفرقاء التلاقي لايجاد الوطن دوامه القتال والتفريق والعمل,Appeal_to_Authority,
1556,وكانت هزيمه المارينز والهروب شروط للعدو الصهيوني المتغطرس دخل لبنان ليفرض المشاريع الاميركيه,Causal_Oversimplification,
1557,الى ان انتفاضه بيروت القوى القوميه والوطنيه انطلاقه المقاومه الوطنيه الجنوب اللبناني وهي جاء تطبيعيا لانتفاضات الثوره الفلسطينيه,Black-and-White_Fallacy,not sure about this
1558,لسنا ضد اي حل وطني وسنعمل لاعاده الوحده نناضل فصائل جبهه الانقاذ والجبهه الديموقراطيه والحزب الشيوعي اجل وحده نضال حركه المقاومه الفلسطينيه اساس وطني وعلى اساس برنامج,Flag-Waving,
1559,وذكر ان الثوره قاتلت الجبل وساهمت تحريره وتحرير الضاحيه الجنوبيه وبيروت الوطنيه,Appeal_to_Authority,
1560,وقال ان الثوره قدمت المكاث اجل لبنان وطني عربي ديموقراطي واحد يجب ان تكرم وتعزز ان يعمل البعض تحريف موقف البندقيه الفلسطينيه,Appeal_to_Authority,
1561,غزه ابو امل وشهداء المقاومه الوطنيه اللبنانيه بلال فحص وسناء محيدلي والشيخ راغب حرب ووفاء ولولا وغيرهم منات الاجنه المركزيه للحرب التحرير,Flag-Waving,
1562,بالذكرى الثامنه عشره لتاسيس الجبهه اقامت منظمه المراه الفلسطينيه مخيم البداوي معرضا للاشغال اليدويه مقر نادي الفلسطيني الشمال,other-nonpropaganda,
1563,جبهه الانقاذ الوطني الاربعاء اعتداءات النبطيه والبقاع الشرقي المقاومه بالجنوب النهار,Loaded_Language,
1564,شن امس رجال المقاومه هجمات مواقع الاسرائيليين جيش لبنان الجنوبي وتواصلت الاعتداءات قرى النبطيه والبقاع الشرقي,Loaded_Language,
1565,واما ان الجميل وسوسليكوف عرضا العلاقات وزياره الترك لموسكو قريبا يفصل الجنوب الوضع بقيه المناطق اللبنانيه,Black-and-White_Fallacy,not sure about this
1566,كان الماضي وقبل ان تشتعل الحرب لبنان عام فالمقاومه الفلسطينيه كانت تشن هجماتها القرى الاسرائيليه وتطلق القذائف سكانها انطلاقا الجنوب ويتحمل الجنوبيون جراء التهجير والتشريد والقتل والتدمير,"Bandwagon,Reductio_ad_hitlerum",not sure about this
1567,التق وشهيب وفد الحركه وزارا جنبلاط حاوي القتال بين امل والفلسطينيين ليكون غالب اومغلو,other-nonpropaganda,
1568,دعا الامين العام للحزب الشيوعي اللبناني السيد جورج حاوي الى وضع حد للقتال الدموي حركه امل والمقاتلين الفلسطينيين يفيد الا العدو الاسرائيلي المتربص بالجنوب والثوره الفلسطينيه والمقاومه الوطنيه,Appeal_to_Authority,
1569,لقد اثبتنا وسنظل نثبت فتحيه الجنوب لبنان وللمقاومه الوطنيه اللبنانيه ونحن معكم الطريق حيوا تحيه ايها الاخوه الارض الفلسطينيه المحتله,Flag-Waving,
1570,ولوحظ ان الزوارق الحربيه الاسرائيليه بذكرى صور النهار حفله خطابيه مخيم البصض حضرها جمهور ابناء المخيمات,other-nonpropaganda,
1571,والقى امين سر اللجنه الشعبيه المخيم السيد حسين ابو عباش حيا التلاحم اللبناني الجنوب خطب باسم اتحاد المراه واسر شهداء المقاومه,Appeal_to_Authority,
1572,شددت وحده منظمه التحرير الفلسطينيه ونضالها المشروع لاستعاده الحقوق المغتصبه والاراضي,Appeal_to_Authority,
1573,وفي ختام الحفله وزع اتحاد المراه مساعدات وهدايا ابناء رجال المقاومه الفلسطينيه,other-nonpropaganda,
1574,القضيه ومع تحقيق اماني الشعب وقد اي اعتداء لكننا ايضا تقبل بان يعتدي الفلسطيني المواطن اللبناني وان يخلق لبنان وضعا يساهم ضرب المقاومه الوطنيه اللبنانيه وعزل المنطقه الجنوبيه بقيه المناطق اللبنانيه,Appeal_to_fear-prejudice,not sure about this
1575,نامل الجميع ضبط اعصابهم الظروف الصعبه والعمل انهاء الوضع اسرع وقت ممكن وان تصب جميع الجهود محاربه العدو الاسرائيلي لانهاء الاحتلال وتحرير الارض اللبنانيه والفلسطينيه,Loaded_Language,
1576,وهذا واضحت حركات ياسر عرفات وتصريحاته كشف بوضوح تورطه مخطط ضرب وحده الصف الاسلامي متناسيا القضيه الفلسطينيه جمله وتفصيلا ومتبرعا بالقيام بما تستطيع اسرائيل القيام سواء لحجه مساعدتها الاستمرار تعطيل تنفيذ القرارات الدوليه المتعلقه بالجنوب ام لحجه طعن المقاومه الوطنيه اللبنانيه ظهرها طريق محاوله ضرب الصف الوطني والاسلامي الداعم,"Whataboutism,Straw_Men,Red_Herring",Strong
1577,وهنا بد التركيز وقائع حصلت قبل الاجتياح ومنها ان اسرائيل حالت انتشار الجيش اللبناني الجنوب وساهمت تسهيل تسلم الجنوب للمقاومه الفلسطينيه,Loaded_Language,not sure about this
1578,وعندما عقد مؤتمر الرياض والقاهره القاضيان بتشكيل قوات الردع العربيه بادرت اسرائيل الى وضع الخطوط الحمر وحالت تسليم قوات الردع العربيه مسؤوليه ضبط الاوضاع ومكنت المنظمات الفلسطينيه الاستمرار مال الاضطراب,Causal_Oversimplification,not sure about this
1579,النضال وكانهم وحدهم حياه العروبه يحملون السلم بالعرض يامنوا درسا وغيرها الضربات انزلت منذ عام اليوم,Doubt,not sure about this
